"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
1770	2.7e+07	"bomb sniper tv show hostage drama police"	"en"	"Money Monster"	38.279458	2016-05-12	93282604	98	6.5	1068	"Thriller"	2016	5	12	"George Clooney"	"male"	"Jodie"	"female"
3499	6e+06	"bar motel one-night stand beer blonde"	"en"	"Come Early Morning"	3.427061	2006-01-10	0	97	5.9	10	"Drama"	2006	1	10	"Ashley Judd"	"female"	"Joey"	"male"
4564	0	NA	"en"	"Straight Out of Brooklyn"	0.161517	1991-06-13	0	0	4.3	4	"Drama"	1991	6	13	NA	NA	"Matty"	"female"
3520	3500159	"london england tradition indian lead culture clash immigration"	"en"	"Bend It Like Beckham"	22.054546	2002-04-11	76578641	112	6.2	578	"Drama"	2002	4	11	"Parminder Nagra"	"male"	"Gurinder"	"male"
743	7.5e+07	"witch magic sorcery love curse"	"en"	"Practical Magic"	15.142701	1998-10-16	46683377	104	6.3	338	"Drama"	1998	10	16	"Sandra Bullock"	"female"	"Griffin"	"male"
2459	1.5e+07	"film producer film history movie studio hollywood dog"	"en"	"The Artist"	29.943316	2011-05-15	133432856	100	7.3	1049	"Drama"	2011	5	15	"Jean Dujardin"	"female"	"Michel"	"male"
1807	25530000	"dolphin florida florida keys summer"	"en"	"Flipper"	4.475007	1996-05-17	20080020	95	5.3	84	"Adventure"	1996	5	17	"Elijah Wood"	"male"	"Alan"	"male"
1413	3.5e+07	"suicide fbi kidnapping snuff sadism"	"en"	"Untraceable"	12.677505	2008-01-22	32483410	101	5.9	238	"Drama"	2008	1	22	"Diane Lane"	"female"	"Gregory"	"male"
3639	5e+06	"new york hotel based on novel birthday bath"	"en"	"Party Monster"	4.129165	2003-09-05	742898	98	5.9	58	"Drama"	2003	9	5	"Seth Green"	"male"	"Fenton"	"male"
1145	4e+07	"child abuse sense of guilt loss of child confidence psychology"	"en"	"The Sixth Sense"	73.085576	1999-08-06	672806292	107	7.7	3147	"Drama"	1999	8	6	"Bruce Willis"	"male"	"M."	NA
3402	7e+06	NA	"ru"	"The Snow Queen"	5.33861	2012-10-11	12400000	76	5.1	47	"Fantasy"	2012	10	11	"Ivan Okhlobystin"	"male"	"Vladlen"	NA
341	9.5e+07	"monster greek mythology god poseidon \u00a0 lightning bolt"	"en"	"Percy Jackson & the Olympians: The Lightning Thief"	61.121717	2010-02-01	226497209	118	6	2010	"Adventure"	2010	2	1	"Logan Lerman"	"male"	"Chris"	"male"
2101	3.7e+07	"undercover fbi fish out of water high society buddy cop"	"en"	"White Chicks"	28.703007	2004-06-23	113086475	109	6.3	679	"Comedy"	2004	6	23	"Shawn Wayans"	"male"	"Keenen"	"male"
3779	0	"woman director"	"en"	"Zipper"	8.516229	2015-08-28	0	103	5.5	58	"Drama"	2015	8	28	"Patrick Wilson"	"male"	"Mora"	"female"
215	1.3e+08	"fire helicopter surfboard mask satellite"	"en"	"Fantastic 4: Rise of the Silver Surfer"	60.810723	2007-06-13	289047763	92	5.4	2589	"Thriller"	2007	6	13	"Ioan Gruffudd"	"male"	"Tim"	"male"
473	7e+07	"saving the world total destruction white house mars usa president"	"en"	"Mars Attacks!"	44.090535	1996-12-12	101371017	106	6.1	1509	"Comedy"	1996	12	12	"Jack Nicholson"	"male"	"Tim"	"male"
4760	0	NA	"en"	"This Is Martin Bonner"	0.76368	2013-06-28	0	83	6.6	4	"Drama"	2013	6	28	"Paul Eenhoorn"	"male"	"Chad"	"male"
487	8e+07	"mars future astronaut science catastrophe"	"en"	"Red Planet"	13.800656	2000-11-10	33463969	106	5.4	267	"Thriller"	2000	11	10	"Val Kilmer"	"male"	"Antony"	"male"
2634	0	NA	"en"	"Crazy in Alabama"	5.770246	1999-10-22	0	111	6.5	12	"Drama"	1999	10	22	"Melanie Griffith"	"female"	"Antonio"	"male"
4617	3e+05	"philosophy india healing"	"en"	"Ayurveda: Art of Being"	0.055868	2001-09-20	2074000	101	5.5	3	"Documentary"	2001	9	20	NA	NA	"Pan"	NA
1905	2.5e+07	"soul serial killer slasher teenager 3d"	"en"	"My Soul to Take"	7.001176	2010-10-08	19829957	107	5.2	147	"Drama"	2010	10	8	"Max Thieriot"	"male"	"Wes"	"male"
4546	0	NA	"zh"	"Crazy Stone"	1.68502	2006-01-01	0	98	6.9	22	"Comedy"	2006	1	1	"Guo Tao"	NA	"Ning"	NA
4544	0	"independent film"	"en"	"The Living Wake"	0.383442	2007-01-01	0	91	5	1	"Comedy"	2007	1	1	"Jesse Eisenberg"	"male"	"Sol"	"male"
2172	2e+07	"teenage romance"	"en"	"Endless Love"	27.256849	2014-02-12	34077920	103	6.7	542	"Drama"	2014	2	12	"Alex Pettyfer"	"male"	"Shana"	"female"
766	0	"london england cat mistake in person luxury wretch"	"en"	"Garfield: A Tail of Two Kitties"	16.930969	2006-06-15	141702264	78	5.1	464	"Comedy"	2006	6	15	"Bill Murray"	"male"	"Tim"	"male"
2974	1.1e+07	"deafness music coming of age teenage girl singing"	"fr"	"The Bélier Family"	25.302978	2014-12-17	0	105	7	766	"Drama"	2014	12	17	"Louane Emera"	NA	"Eric"	"male"
1591	3e+07	"italy letter romantic comedy american abroad boyfriend girlfriend"	"en"	"Letters to Juliet"	16.52083	2010-05-14	0	105	6.6	796	"Drama"	2010	5	14	"Amanda Seyfried"	"female"	"Gary"	"male"
1576	3e+07	"bride friendship engagement rivalry wedding"	"en"	"Bride Wars"	33.385429	2009-01-09	114663461	89	5.9	856	"Comedy"	2009	1	9	"Anne Hathaway"	"female"	"Gary"	"male"
2247	26500000	"fight wolf village and town iron pan"	"ja"	"Princess Mononoke"	60.732738	1997-07-12	159375308	134	8.2	1983	"Adventure"	1997	7	12	"Y\u014dji Matsuda"	NA	"Hayao"	NA
1503	3.2e+07	"heist"	"en"	"Takers"	18.47242	2010-08-26	69055695	107	6	394	"Drama"	2010	8	26	"Chris Brown"	"male"	"John"	"male"
594	7e+07	"ambush cia assassin nightclub hustler"	"en"	"Bad Company"	14.086292	2002-06-07	65977295	116	5.4	228	"Comedy"	2002	6	7	"Anthony Hopkins"	"male"	"Joel"	"male"
1227	3e+07	"baseball fanatic relationship problems sport teacher"	"en"	"Fever Pitch"	9.965073	2005-04-06	50451307	103	5.9	182	"Drama"	2005	4	6	"Drew Barrymore"	"male"	"Bobby"	"male"
4306	9e+05	"marketing breast cancer corporatism woman director"	"en"	"Pink Ribbons, Inc."	0.097913	2011-09-11	25000	97	6.8	6	"Documentary"	2011	9	11	"Samantha King"	"female"	"L\u00e9a"	NA
4764	0	NA	"en"	"Dawn of the Crescent Moon"	0.049469	2014-04-05	0	95	2	1	"Drama"	2014	4	5	"Barry Corbin"	"male"	"Kirk"	"male"
2551	1.5e+07	"nurse shotgun nudity therapist book"	"en"	"Halloween II"	12.929525	2009-08-28	39421467	105	5.1	267	"Horror"	2009	8	28	"Scout Taylor-Compton"	"female"	"Rob"	"male"
914	5e+07	"spy cia espionage high school reunion reference to facebook"	"en"	"Central Intelligence"	45.318703	2016-06-15	216972543	107	6.2	1650	"Comedy"	2016	6	15	"Dwayne Johnson"	"male"	"Rawson"	"male"
2190	0	"college lost and found older brother younger sister woman director young adult"	"en"	"Loser"	5.214408	2000-07-21	0	98	5	120	"Drama"	2000	7	21	"Jason Biggs"	"male"	"Amy"	"female"
3866	3300000	"male nudity street gang brazilian photographer 1970s"	"pt"	"City of God"	44.356711	2002-02-05	30641770	130	8.1	1814	"Drama"	2002	2	5	"Alexandre Rodrigues"	"male"	"Fernando"	"male"
4025	0	"muslim museum jew evidence rabbi"	"en"	"Religulous"	9.774126	2008-10-01	0	101	7.2	197	"Comedy"	2008	10	1	"Bill Maher"	"male"	"Larry"	"male"
3509	6e+06	NA	"en"	"The Hit List"	4.957014	2011-04-02	0	90	5.2	73	"Thriller"	2011	4	2	"Cuba Gooding"	"female"	"William"	"male"
1384	3.5e+07	"funeral friends hospital aftercreditsstinger duringcreditsstinger"	"en"	"Friends with Benefits"	40.526587	2011-07-21	150483765	109	6.5	2237	"Comedy"	2011	7	21	"Justin Timberlake"	"male"	"Will"	"male"
2059	0	"playwright"	"fr"	"Moliere"	4.61335	2007-01-31	0	115	6.7	45	"Drama"	2007	1	31	"Romain Duris"	"male"	"Laurent"	"male"
3076	1e+07	NA	"en"	"The House of Mirth"	3.007816	2000-09-23	5164404	140	6.4	25	"Drama"	2000	9	23	"Gillian Anderson"	"female"	"Terence"	"male"
3748	3500000	"lesbian relationship lesbian dinner motorcycle argument"	"en"	"The Kids Are All Right"	15.338211	2010-07-09	34705850	106	6.5	506	"Drama"	2010	7	9	"Julianne Moore"	"female"	"Lisa"	"female"
2532	1.8e+07	"depression mother daughter relationship pregnant desire chalkboard"	"en"	"Little Women"	16.418639	1994-12-21	0	115	7	215	"Drama"	1994	12	21	"Winona Ryder"	"female"	"Gillian"	"female"
3260	8e+06	"boston sheep friendship sequel revenge"	"en"	"The Boondock Saints II: All Saints Day"	13.517017	2009-11-24	10629321	118	5.9	261	"Thriller"	2009	11	24	"Sean Patrick"	"male"	"Troy"	"male"
2776	1.3e+07	"shyness secret narration kiss freshman"	"en"	"The Perks of Being a Wallflower"	43.444135	2012-09-20	33400000	102	7.7	2968	"Drama"	2012	9	20	"Logan Lerman"	"male"	"Stephen"	"male"
1614	3e+07	"dancing master dance musical woman director"	"en"	"Take the Lead"	8.999675	2006-03-17	34742066	108	6.6	162	"Music"	2006	3	17	"Antonio Banderas"	"male"	"Liz"	"female"
3729	3250000	NA	"en"	"Paa"	2.126139	2009-12-04	0	133	6.6	19	"Drama"	2009	12	4	"Amitabh Bachchan"	"male"	NA	NA
4704	160000	"rock and roll pop irland music style love of one's life"	"en"	"Once"	19.052179	2007-03-23	20710513	85	7.3	453	"Drama"	2007	3	23	"Glen Hansard"	"male"	"John"	"male"
3392	3500000	"desperation highway wilderness getting lost friendship"	"en"	"Gerry"	5.038953	2002-01-12	0	103	6.2	68	"Drama"	2002	1	12	"Casey Affleck"	"male"	"Gus"	"male"
975	5e+07	"duringcreditsstinger"	"en"	"The International"	13.391833	2009-02-03	60161391	118	6	368	"Drama"	2009	2	3	"Clive Owen"	"male"	"Tom"	"male"
4571	0	NA	"en"	"Rise of the Entrepreneur: The Search for a Better Way"	0.052942	2014-11-20	0	0	8	1	NA	2014	11	20	NA	NA	NA	NA
3005	1e+07	"tattoo rock star groupie past family"	"en"	"The Banger Sisters"	6.015354	2002-09-20	0	98	5.5	62	"Drama"	2002	9	20	"Goldie Hawn"	"female"	"Bob"	"male"
4061	0	"camping vomit demon science"	"en"	"Jack Brooks: Monster Slayer"	2.659804	2007-10-09	0	85	5.7	59	"Comedy"	2007	10	9	"Robert Englund"	"male"	"Jon"	"male"
2067	2.1e+07	"gay mount rushmore national memorial swear word mephisto hell"	"en"	"South Park: Bigger, Longer & Uncut"	27.197799	1999-06-30	0	81	7.1	893	"Comedy"	1999	6	30	"Trey Parker"	"male"	"Trey"	"male"
2871	1.2e+07	"gay sister sister relationship wife husband relationship 1970s becoming an adult"	"en"	"Running with Scissors"	4.770195	2006-10-27	6754898	116	5.8	78	"Drama"	2006	10	27	"Annette Bening"	"female"	"Ryan"	"male"
851	5.5e+07	"sport luck san francisco giants child custody baseball pitcher"	"en"	"The Fan"	4.366488	1996-08-15	18626419	116	5.7	194	"Drama"	1996	8	15	"Robert De"	"male"	"Tony"	"male"
2591	1.5e+07	NA	"en"	"U2 3D"	0.335195	2007-05-19	22730842	85	6.7	10	"Music"	2007	5	19	"Bono The"	NA	"Mark"	"male"
3651	0	"bomb fire fbi quarantine independent film"	"en"	"Desert Blue"	1.116206	1999-06-06	0	90	5.5	9	"Drama"	1999	6	6	"Casey Affleck"	"male"	"Morgan"	"female"
633	6.5e+07	"usa president speech battlefield family conflict mourning"	"en"	"Lincoln"	36.307296	2012-11-09	275293450	149	6.7	1429	"Drama"	2012	11	9	"Daniel Day-Lewis"	"male"	"Steven"	"male"
4074	2e+06	"chase supernatural friends vision school"	"en"	"It Follows"	100.876794	2015-02-04	14674076	100	6.6	1832	"Thriller"	2015	2	4	"Maika Monroe"	"female"	"David"	"male"
2657	1.5e+07	"drug stealing yakluza shinjuku criminal syndicate taiwanese"	"zh"	"Shinjuku Incident"	5.294319	2009-03-22	0	119	6.7	65	"Drama"	2009	3	22	"Jackie Chan"	"female"	"Derek"	"male"
4139	2e+06	"kidnapping murder suspense"	"en"	"Nine Dead"	9.68793	2010-01-01	0	98	5.2	84	"Drama"	2010	1	1	"Melissa Joan"	"female"	"Chris"	"male"
746	6e+07	"dragon evolution fire chief animated map theatre audience"	"en"	"Reign of Fire"	27.615108	2002-07-12	43061982	101	6	669	"Action"	2002	7	12	"Christian Bale"	"male"	"Rob"	"male"
606	7e+07	"terrorist technology anti hero hacker computer virus"	"en"	"Blackhat"	46.832372	2015-01-13	17752940	133	5.1	826	"Drama"	2015	1	13	"Chris Hemsworth"	"male"	"Michael"	"male"
2254	4e+07	"based on true story duringcreditsstinger"	"zh"	"The Children of Huang Shi"	8.978408	2008-07-03	7400000	125	6.5	52	"Drama"	2008	7	3	"Jonathan Rhys"	"male"	"Roger"	"male"
1208	4e+07	"biography based on play"	"en"	"Jersey Boys"	14.199933	2014-06-05	67347013	134	6.8	255	"Drama"	2014	6	5	"Christopher Walken"	"male"	"Clint"	"male"
1192	4e+07	"anti hero secret agent fistfight based on comic book burn victim"	"en"	"Spawn"	19.833664	1997-07-31	87840042	96	5	336	"Action"	1997	7	31	"Michael Jai"	"male"	"Mark"	"male"
4008	2500000	"horror spoof found footage duringcreditsstinger"	"en"	"A Haunted House"	18.661541	2013-01-11	60141683	86	5.4	516	"Comedy"	2013	1	11	"Marlon Wayans"	"male"	"Michael"	"male"
1774	2.5e+07	"film producer midlife crisis independent film divorce"	"en"	"What Just Happened"	8.31653	2008-10-17	6673422	104	5.2	127	"Drama"	2008	10	17	"Bruce Willis"	"male"	"Barry"	"male"
348	9e+07	"ice age bridge insanity jungle dinosaur"	"en"	"Ice Age: Dawn of the Dinosaurs"	69.457898	2009-06-29	886686817	94	6.5	2271	"Comedy"	2009	6	29	"Ray Romano"	"male"	"Carlos"	"male"
3606	5e+06	"hotel revolution race against time engineer coup"	"en"	"No Escape"	38.006982	2015-08-26	54418872	103	6.7	777	"Thriller"	2015	8	26	"Owen Wilson"	"male"	"John"	"male"
2369	1.8e+07	"escaped convict depressed mom"	"en"	"Labor Day"	17.683563	2013-12-27	20275812	111	6.7	299	"Drama"	2013	12	27	"Josh Brolin"	"male"	"Jason"	"male"
3583	1e+07	"brother sister relationship sister sister relationship family clan idealist duringcreditsstinger"	"en"	"Our Idiot Brother"	15.688439	2011-08-26	17273593	90	5.9	365	"Drama"	2011	8	26	"Paul Rudd"	"male"	"Jesse"	"male"
1587	3e+07	"competition garden vegetable stop motion animation"	"en"	"The Curse of the Were-Rabbit"	30.380747	2005-09-04	192452832	85	6.8	643	"Comedy"	2005	9	4	"Peter Sallis"	"male"	"Nick"	"male"
1214	4e+07	"family life raft private plane toothbrush gluttony"	"en"	"Ri¢hie Ri¢h"	14.398356	1994-12-19	0	95	5.4	415	"Comedy"	1994	12	19	"Macaulay Culkin"	"male"	"Donald"	"male"
3481	0	"sex first time virgin road trip playboy"	"en"	"Miss March"	9.371534	2009-03-13	0	89	5.4	77	"Comedy"	2009	3	13	"Zach Cregger"	"male"	"Zach"	"male"
1341	36500000	"based on novel brother sister relationship sword fight spaceship strugatsky"	"ru"	"The Inhabited Island"	2.785832	2008-12-18	21834845	115	5.3	23	"Thriller"	2008	12	18	"Vasily Stepanov"	"male"	"Fyodor"	"male"
4644	0	NA	"en"	"Teeth and Blood"	0.055325	2015-03-10	0	96	3	1	"Horror"	2015	3	10	"Glenn Plummer"	"male"	NA	NA
3957	0	NA	"en"	"The Eclipse"	9.342465	2009-04-24	0	88	6.1	15	"Drama"	2009	4	24	"Ciar\u00e1n Hinds"	NA	"Conor"	"male"
3609	2e+07	"sex black parody spoof millionaire"	"en"	"Fifty Shades of Black"	14.947588	2016-01-28	21164799	92	4.3	331	"Comedy"	2016	1	28	"Marlon Wayans"	"male"	"Michael"	"male"
3624	5e+06	"moon artificial intelligence clone isolation future"	"en"	"Moon"	46.114184	2009-06-12	9760104	97	7.6	1794	"Drama"	2009	6	12	"Sam Rockwell"	"male"	"Duncan"	"male"
3339	7500000	"date sex jealousy fight architect"	"en"	"(500) Days of Summer"	45.610993	2009-07-17	60722734	95	7.2	2904	"Drama"	2009	7	17	"Joseph Gordon-Levitt"	"male"	"Marc"	"male"
1040	4.6e+07	"manager jealousy bad mother-in-law adoption family's daily life"	"en"	"The Flintstones"	28.964162	1994-05-26	341631208	91	5	543	"Comedy"	1994	5	26	"John Goodman"	"male"	"Brian"	"male"
3658	0	"ransom hostage hostage drama"	"en"	"The Cottage"	8.39685	2008-02-07	0	92	6.3	80	"Comedy"	2008	2	7	"Andy Serkis"	"male"	"Paul"	"male"
2546	1.5e+07	"journalist secret society pizza wealth pay phone"	"en"	"The Skulls"	11.375032	2000-03-31	35007180	106	5.8	156	"Drama"	2000	3	31	"Joshua Jackson"	"male"	"Rob"	"male"
1050	4.3e+07	"bad mother-in-law surgeon dogsitter falling in love"	"en"	"Monster-in-Law"	10.411996	2005-05-13	154749918	101	5.6	406	"Comedy"	2005	5	13	"Jennifer Lopez"	"female"	"Robert"	"male"
2547	1.5e+07	"wife husband relationship biography physicist based on memoir stephen hawking"	"en"	"The Theory of Everything"	61.182331	2014-11-26	123726688	123	7.8	3311	"Drama"	2014	11	26	"Eddie Redmayne"	"male"	"James"	"male"
3546	0	"independent film ventriloquist dummy multiple storylines sabbath brain scan"	"en"	"The Ten"	3.865122	2007-08-03	0	96	4.9	57	"Comedy"	2007	8	3	"Paul Rudd"	"male"	"David"	"male"
1284	4e+07	"assassin general dynasty brother blood brother"	"zh"	"The Warlords"	6.884467	2007-12-12	0	126	6.3	83	"Drama"	2007	12	12	"Jet Li"	"male"	"Peter"	"male"
1694	2.9e+07	"smoking medicine psychology hallucination human experimentation"	"en"	"The Jacket"	24.240361	2005-03-04	21126225	103	6.8	455	"Drama"	2005	3	4	"Adrien Brody"	"male"	"John"	"male"
2056	2.2e+07	"amnesia therapist aggression hospital flashback"	"en"	"Before I Go to Sleep"	48.784734	2014-09-03	15447154	92	6.2	659	"Thriller"	2014	9	3	"Nicole Kidman"	"female"	"Rowan"	"male"
4191	1493619	"cave plane wreck salmon bears northern canada"	"en"	"Against the Wild"	2.492747	2013-12-29	0	90	4.9	19	"Adventure"	2013	12	29	"Natasha Henstridge"	"female"	"Richard"	"male"
3837	3500000	"brother brother relationship taxi ex-girlfriend love of one's life bride"	"en"	"She's the One"	8.406025	1996-08-26	9482579	96	5.7	70	"Comedy"	1996	8	26	"Edward Burns"	"male"	"Edward"	"male"
3009	8500000	"competition coma infidelity obsession bathing"	"en"	"Swimfan"	4.844451	2002-09-06	34411240	84	5	70	"Drama"	2002	9	6	"Jesse Bradford"	"male"	"John"	"male"
2074	2.1e+07	"car journey transportation auto human trafficking"	"en"	"The Transporter"	34.433521	2002-10-02	43928932	92	6.6	1692	"Thriller"	2002	10	2	"Jason Statham"	"male"	"Louis"	"male"
1154	4e+07	"based on novel perversion spanking billionaire bdsm"	"en"	"Fifty Shades of Grey"	98.755657	2015-02-11	571006128	125	5.2	3254	"Drama"	2015	2	11	"Dakota Johnson"	"male"	"Sam"	"male"
4569	0	NA	"en"	"Mutual Friends"	0.136721	2014-04-15	0	0	0	0	NA	2014	4	15	"Caitlin Fitzgerald"	"female"	"Matthew"	"male"
1585	3e+07	"undercover spoof state prison"	"en"	"The Naked Gun 33⅓: The Final Insult"	28.624038	1994-03-18	51132598	83	6.3	521	"Comedy"	1994	3	18	"Leslie Nielsen"	"female"	"Peter"	"male"
4027	0	NA	"en"	"Valley of the Heart's Delight"	0.142255	2006-04-24	0	100	7	1	"Drama"	2006	4	24	"Pete Postlethwaite"	"male"	"Tim"	"male"
2734	1.6e+07	"miracle christian cure woman director accident"	"en"	"Miracles from Heaven"	10.248439	2016-03-17	7.7e+07	117	6.7	186	"Drama"	2016	3	17	"Jennifer Garner"	"female"	"Patricia"	"female"
3198	9e+06	"independent film aspiring singer singer los angeles"	"en"	"Undiscovered"	2.009597	2005-08-26	1046166	97	4.5	12	"Comedy"	2005	8	26	"Kip Pardue"	"male"	"Meiert"	NA
1883	2.7e+07	"sport handicap sexual favor star spangled banner bowling team"	"en"	"Kingpin"	17.329269	1996-07-04	25023434	113	6.7	244	"Comedy"	1996	7	4	"Woody Harrelson"	"male"	"Bobby"	"male"
799	6e+07	"post-apocalyptic dystopia undead biohazard evil corporation"	"en"	"Resident Evil: Afterlife"	2.143764	2010-09-09	300228084	97	5.8	1363	"Action"	2010	9	9	"Milla Jovovich"	"female"	"Paul"	"male"
597	7e+07	"vampire daughter hybrid child vampire werewolf"	"en"	"Underworld: Awakening"	58.401204	2012-01-19	160112671	88	6.1	1862	"Action"	2012	1	19	"Kate Beckinsale"	"female"	"M\u00e5ns"	NA
437	8e+07	"dancing spy terrorist traitor airplane"	"en"	"Get Smart"	23.496054	2008-06-19	230685453	110	6	1051	"Comedy"	2008	6	19	"Steve Carell"	"male"	"Peter"	"male"
2002	2.3e+07	"mercenary secret agent rescue foot chase spanish"	"en"	"Haywire"	26.257951	2011-11-06	33372606	93	5.6	505	"Thriller"	2011	11	6	"Gina Carano"	"female"	"Steven"	"male"
1030	4.7e+07	"servant monster laboratory jekyll and hyde housemaid"	"en"	"Mary Reilly"	6.067212	1996-02-23	12379402	104	5.7	74	"Drama"	1996	2	23	"Julia Roberts"	"female"	"Stephen"	"male"
2484	1.6e+07	"artificial intelligence simulation computer program virtual reality dystopia"	"en"	"The Thirteenth Floor"	19.890428	1999-04-16	18564088	100	6.8	378	"Thriller"	1999	4	16	"Craig Bierko"	"male"	"Josef"	"male"
127	1.5e+08	"future chase post-apocalyptic dystopia australia"	"en"	"Mad Max: Fury Road"	434.278564	2015-05-13	378858340	120	7.2	9427	"Thriller"	2015	5	13	"Tom Hardy"	"male"	"George"	"male"
1113	4.3e+07	"alcoholism urteil car crash wedding withdrawal"	"en"	"28 Days"	5.418921	2000-04-06	0	103	6	208	"Drama"	2000	4	6	"Sandra Bullock"	"female"	"Betty"	"female"
2946	1.1e+07	"brother brother relationship mentally disabled iowa widow dysfunctional family"	"en"	"What's Eating Gilbert Grape"	33.282794	1993-12-17	3e+07	118	7.5	919	"Drama"	1993	12	17	"Johnny Depp"	"male"	"Lasse"	"male"
1647	3e+07	"love of one's life leave look-alike intrigue"	"en"	"Wicker Park"	9.301562	2004-09-03	13001257	114	6.7	157	"Drama"	2004	9	3	"Josh Hartnett"	"male"	"Paul"	"male"
4187	1800000	"ufo extraterrestrial spaceship alien"	"en"	"Independence Daysaster"	1.959405	2013-06-27	0	86	4.2	22	"Action"	2013	6	27	"Casey Dubois"	"male"	"W.D."	NA
4208	0	"gay"	"he"	"The Bubble"	1.49436	2006-06-06	0	114	7.6	20	"Drama"	2006	6	6	"Ohad Knoller"	"male"	"Eytan"	"male"
1778	2.6e+07	"single parent brother sister relationship mistake in person bride talk show"	"en"	"Freaky Friday"	24.345651	2003-08-03	110230332	97	6	879	"Comedy"	2003	8	3	"Jamie Lee"	"female"	"Mark"	"male"
1506	3.2e+07	"bomb identity fantasy bomber suspicion"	"en"	"Source Code"	59.19888	2011-03-30	147332697	93	7.1	2699	"Thriller"	2011	3	30	"Jake Gyllenhaal"	"male"	"Duncan"	"male"
2895	1.2e+07	"wife husband relationship success author extramarital affair"	"en"	"Breakfast of Champions"	2.695896	1999-02-13	0	110	5.2	28	"Comedy"	1999	2	13	"Bruce Willis"	"male"	"Alan"	"male"
3127	1e+07	"sporting event"	"en"	"Beat the World"	2.873796	2011-06-10	0	91	4.3	16	"Drama"	2011	6	10	"Tyrone Brown"	"male"	"Robert"	"male"
4381	1e+06	"corruption war indonesia"	"id"	"The Act of Killing"	8.887411	2012-08-31	444575	115	7.5	210	"Documentary"	2012	8	31	"Anwar Congo"	"male"	"Joshua"	"male"
3061	1e+07	"brother brother relationship mississippi wisconsin lawnmower iowa"	"en"	"The Straight Story"	15.280261	1999-10-15	0	112	7.7	306	"Drama"	1999	10	15	"Richard Farnsworth"	"male"	"David"	"male"
2971	0	NA	"hi"	"Housefull"	0.12082	2010-04-30	0	135	5.2	29	"Drama"	2010	4	30	"Akshay Kumar"	"male"	"Sajid"	"male"
1165	4e+07	"railroad robber california delorean indian territory sports car"	"en"	"Back to the Future Part III"	45.769562	1990-05-25	244527583	118	7.1	2900	"Comedy"	1990	5	25	"Michael J."	"male"	"Robert"	"male"
209	1.3e+08	"assassin wolf maryland suicide by gunshot rooftop"	"en"	"The Bourne Legacy"	90.33681	2012-08-08	276572938	120	6	2651	"Thriller"	2012	8	8	"Jeremy Renner"	"male"	"Tony"	"male"
3770	0	"missouri independent film mechanic in the closet mockumentary"	"en"	"Waiting for Guffman"	4.348416	1996-01-31	0	84	7.3	63	"Comedy"	1996	1	31	"Christopher Guest"	"male"	"Christopher"	"male"
3091	1e+07	"trailer park gun texas deal psychopath"	"en"	"Killer Joe"	16.436178	2011-09-10	3665069	102	6.5	425	"Drama"	2011	9	10	"Matthew McConaughey"	"male"	"William"	"male"
395	8.5e+07	"holiday london england film making christmas party country house"	"en"	"The Holiday"	44.967453	2006-12-08	194168700	136	6.7	1225	"Comedy"	2006	12	8	"Cameron Diaz"	"male"	"Nancy"	"female"
519	7.5e+07	"paris bank secret fbi vault"	"en"	"Now You See Me"	71.124686	2013-05-29	117698894	115	7.3	5487	"Thriller"	2013	5	29	"Jesse Eisenberg"	"male"	"Louis"	"male"
2228	2e+07	"terrorist parody documentary filmmaker sattire"	"en"	"An American Carol"	2.605374	2008-10-03	7e+06	83	4.1	20	"Comedy"	2008	10	3	"Kevin Farley"	"male"	"David"	"male"
3042	5e+06	"detective stalker gift bully psychological thriller"	"en"	"The Gift"	27.247013	2015-07-30	58978653	108	6.7	1049	"Thriller"	2015	7	30	"Jason Bateman"	"male"	"Joel"	"male"
4452	8e+05	"emigration class money maid divorce"	"fa"	"A Separation"	12.049373	2011-03-15	0	123	7.7	469	"Drama"	2011	3	15	"Leila Hatami"	"female"	"Asghar"	NA
218	1.2e+08	"assassin amnesia flashback"	"en"	"Jason Bourne"	62.641286	2016-07-27	415484914	123	5.9	2341	"Thriller"	2016	7	27	"Matt Damon"	"male"	"Paul"	"male"
1584	3e+07	"bet lightning sports team sport basketball"	"en"	"Like Mike"	5.73667	2002-07-03	0	99	5.7	100	"Drama"	2002	7	3	"Shad Moss"	"male"	"John"	"male"
650	6.5e+07	"life and death sexual obsession free love heterosexual christmas party"	"en"	"Eyes Wide Shut"	27.870312	1999-07-14	162091208	159	7.1	1234	"Drama"	1999	7	14	"Tom Cruise"	"male"	"Stanley"	"male"
2062	0	"white house usa president national security agency (nsa) danger sable"	"en"	"My Fellow Americans"	2.809378	1996-12-20	0	101	6.3	46	"Drama"	1996	12	20	"Jack Lemmon"	"male"	"Peter"	"male"
3120	1e+07	"australia missing child outback alcoholic drink troubled marriage"	"en"	"Strangerland"	5.145655	2015-07-01	17472	111	5.1	83	"Drama"	2015	7	1	"Nicole Kidman"	"female"	"Kim"	"female"
123	1.5e+08	"saving the world artificial intelligence man vs machine flying philosophy"	"en"	"The Matrix Revolutions"	73.313918	2003-11-05	424988211	129	6.4	3096	"Thriller"	2003	11	5	"Keanu Reeves"	"male"	"Lilly"	"female"
